dep;week;P;T;cl_age90;pop
58;2020-S51;7;120;09;17430
58;2020-S51;29;544;19;20761
58;2020-S51;38;766;29;15489
58;2020-S51;39;745;39;18995
58;2020-S51;45;762;49;22646
58;2020-S51;55;899;59;27780
58;2020-S51;43;855;69;32637
58;2020-S51;34;622;79;24372
58;2020-S51;39;588;89;14937
58;2020-S51;34;393;90;4549
58;2020-S51;363;6297;0;199596
58;2020-S52;6;195;09;17430
58;2020-S52;21;643;19;20761
58;2020-S52;38;941;29;15489
58;2020-S52;24;989;39;18995
58;2020-S52;40;952;49;22646
58;2020-S52;45;1142;59;27780
58;2020-S52;42;1085;69;32637
58;2020-S52;45;857;79;24372
58;2020-S52;63;512;89;14937
58;2020-S52;56;326;90;4549
58;2020-S52;380;7644;0;199596
58;2020-S53;7;68;09;17430
58;2020-S53;34;401;19;20761
58;2020-S53;39;706;29;15489
58;2020-S53;39;571;39;18995
58;2020-S53;50;588;49;22646
58;2020-S53;63;701;59;27780
58;2020-S53;46;671;69;32637
58;2020-S53;26;478;79;24372
58;2020-S53;50;439;89;14937
58;2020-S53;45;320;90;4549
58;2020-S53;399;4943;0;199596
58;2021-S01;20;106;09;17430
58;2021-S01;51;489;19;20761
58;2021-S01;54;803;29;15489
58;2021-S01;82;773;39;18995
58;2021-S01;66;752;49;22646
58;2021-S01;55;851;59;27780
58;2021-S01;41;728;69;32637
58;2021-S01;46;617;79;24372
58;2021-S01;66;612;89;14937
58;2021-S01;51;422;90;4549
58;2021-S01;532;6153;0;199596
58;2021-S02;14;126;09;17430
58;2021-S02;53;586;19;20761
58;2021-S02;53;693;29;15489
58;2021-S02;48;739;39;18995
58;2021-S02;59;819;49;22646
58;2021-S02;65;866;59;27780
58;2021-S02;48;758;69;32637
58;2021-S02;57;628;79;24372
58;2021-S02;74;613;89;14937
58;2021-S02;39;406;90;4549
58;2021-S02;510;6235;0;199596
58;2021-S03;16;161;09;17430
58;2021-S03;45;689;19;20761
58;2021-S03;46;683;29;15489
58;2021-S03;59;754;39;18995
58;2021-S03;60;723;49;22646
58;2021-S03;81;810;59;27780
58;2021-S03;55;685;69;32637
58;2021-S03;43;502;79;24372
58;2021-S03;51;593;89;14937
58;2021-S03;42;440;90;4549
58;2021-S03;498;6041;0;199596
59;2020-S21;5;553;09;325817
59;2020-S21;21;584;19;349653
59;2020-S21;29;1522;29;329952
59;2020-S21;36;1838;39;335101
59;2020-S21;47;1768;49;326530
59;2020-S21;44;1499;59;320261
59;2020-S21;26;1094;69;285720
59;2020-S21;33;915;79;184388
59;2020-S21;50;919;89;105642
59;2020-S21;54;576;90;25924
59;2020-S21;345;11278;0;2588988
59;2020-S22;15;816;09;325817
59;2020-S22;40;824;19;349653
59;2020-S22;43;1837;29;329952
59;2020-S22;34;2064;39;335101
59;2020-S22;45;2131;49;326530
59;2020-S22;32;1724;59;320261
59;2020-S22;20;1342;69;285720
59;2020-S22;29;1093;79;184388
59;2020-S22;53;1044;89;105642
59;2020-S22;31;548;90;25924
59;2020-S22;342;13428;0;2588988
59;2020-S23;10;674;09;325817
59;2020-S23;11;675;19;349653
59;2020-S23;31;1204;29;329952
59;2020-S23;27;1361;39;335101
59;2020-S23;29;1302;49;326530
59;2020-S23;20;1178;59;320261
59;2020-S23;23;961;69;285720
59;2020-S23;14;821;79;184388
59;2020-S23;27;669;89;105642
59;2020-S23;26;381;90;25924
59;2020-S23;219;9228;0;2588988
59;2020-S24;20;767;09;325817
59;2020-S24;23;820;19;349653
59;2020-S24;47;1672;29;329952
59;2020-S24;41;1785;39;335101
59;2020-S24;37;1556;49;326530
59;2020-S24;25;1517;59;320261
59;2020-S24;18;1215;69;285720
59;2020-S24;8;916;79;184388
59;2020-S24;21;826;89;105642
59;2020-S24;15;339;90;25924
59;2020-S24;255;11414;0;2588988
59;2020-S25;16;850;09;325817
59;2020-S25;15;907;19;349653
59;2020-S25;28;1359;29;329952
59;2020-S25;26;1576;39;335101
59;2020-S25;19;1354;49;326530
59;2020-S25;22;1347;59;320261
59;2020-S25;12;1137;69;285720
59;2020-S25;16;957;79;184388
59;2020-S25;20;711;89;105642
59;2020-S25;6;286;90;25924
59;2020-S25;180;10485;0;2588988
59;2020-S26;18;1101;09;325817
59;2020-S26;17;1080;19;349653
59;2020-S26;20;1490;29;329952
59;2020-S26;37;1690;39;335101
59;2020-S26;20;1438;49;326530
59;2020-S26;15;1403;59;320261
59;2020-S26;13;1067;69;285720
59;2020-S26;18;921;79;184388
59;2020-S26;13;843;89;105642
59;2020-S26;7;280;90;25924
59;2020-S26;178;11313;0;2588988
59;2020-S27;26;1923;09;325817
59;2020-S27;18;1666;19;349653
59;2020-S27;22;1879;29;329952
59;2020-S27;26;2345;39;335101
59;2020-S27;35;2026;49;326530
59;2020-S27;13;1836;59;320261
59;2020-S27;21;1590;69;285720
59;2020-S27;8;1269;79;184388
59;2020-S27;22;1056;89;105642
59;2020-S27;5;404;90;25924
59;2020-S27;204;16017;0;2588988
59;2020-S28;15;1766;09;325817
59;2020-S28;49;1673;19;349653
59;2020-S28;29;2395;29;329952
59;2020-S28;37;3001;39;335101
59;2020-S28;33;2422;49;326530
59;2020-S28;26;2243;59;320261
59;2020-S28;19;2099;69;285720
59;2020-S28;16;1569;79;184388
59;2020-S28;12;1028;89;105642
59;2020-S28;4;359;90;25924
59;2020-S28;240;18568;0;2588988
59;2020-S29;23;1205;09;325817
59;2020-S29;38;1728;19;349653
59;2020-S29;44;2579;29;329952
59;2020-S29;34;3021;39;335101
59;2020-S29;34;2307;49;326530
59;2020-S29;28;2144;59;320261
59;2020-S29;22;1986;69;285720
59;2020-S29;22;1535;79;184388
59;2020-S29;5;932;89;105642
59;2020-S29;3;281;90;25924
59;2020-S29;259;17731;0;2588988
59;2020-S30;23;1328;09;325817
59;2020-S30;46;2272;19;349653
59;2020-S30;79;3791;29;329952
59;2020-S30;84;4055;39;335101
59;2020-S30;74;3317;49;326530
59;2020-S30;62;3187;59;320261
59;2020-S30;38;3178;69;285720
59;2020-S30;31;2508;79;184388
59;2020-S30;18;1487;89;105642
59;2020-S30;5;417;90;25924
59;2020-S30;460;25548;0;2588988
59;2020-S31;53;1351;09;325817
59;2020-S31;67;2706;19;349653
59;2020-S31;138;4295;29;329952
59;2020-S31;104;4515;39;335101
59;2020-S31;68;3992;49;326530
59;2020-S31;59;3729;59;320261
59;2020-S31;56;3593;69;285720
59;2020-S31;31;2863;79;184388
59;2020-S31;24;1601;89;105642
59;2020-S31;7;443;90;25924
59;2020-S31;607;29090;0;2588988
59;2020-S32;51;1421;09;325817
59;2020-S32;94;2696;19;349653
59;2020-S32;145;4853;29;329952
59;2020-S32;112;4447;39;335101
59;2020-S32;87;3969;49;326530
59;2020-S32;66;3917;59;320261
59;2020-S32;39;3494;69;285720
59;2020-S32;32;2942;79;184388
59;2020-S32;19;1727;89;105642
59;2020-S32;4;654;90;25924
59;2020-S32;649;30128;0;2588988
59;2020-S33;39;1428;09;325817
59;2020-S33;108;2913;19;349653
59;2020-S33;185;4648;29;329952
59;2020-S33;125;3830;39;335101
59;2020-S33;96;3464;49;326530
59;2020-S33;70;3141;59;320261
59;2020-S33;38;2802;69;285720
59;2020-S33;32;2245;79;184388
59;2020-S33;25;1448;89;105642
59;2020-S33;1;493;90;25924
59;2020-S33;719;26422;0;2588988
59;2020-S34;47;1306;09;325817
59;2020-S34;91;3505;19;349653
59;2020-S34;233;5897;29;329952
59;2020-S34;132;4857;39;335101
59;2020-S34;92;4192;49;326530
59;2020-S34;74;3854;59;320261
59;2020-S34;58;2953;69;285720
59;2020-S34;29;2185;79;184388
59;2020-S34;11;1393;89;105642
59;2020-S34;4;488;90;25924
59;2020-S34;772;30634;0;2588988
59;2020-S35;38;1463;09;325817
59;2020-S35;161;4085;19;349653
59;2020-S35;289;7257;29;329952
59;2020-S35;170;6133;39;335101
59;2020-S35;139;5579;49;326530
59;2020-S35;95;4984;59;320261
59;2020-S35;56;3608;69;285720
59;2020-S35;25;2486;79;184388
59;2020-S35;18;1513;89;105642
59;2020-S35;2;498;90;25924
59;2020-S35;994;37619;0;2588988
59;2020-S36;101;2442;09;325817
59;2020-S36;610;5643;19;349653
59;2020-S36;811;9455;29;329952
59;2020-S36;282;7430;39;335101
59;2020-S36;258;6695;49;326530
59;2020-S36;211;5618;59;320261
59;2020-S36;116;3845;69;285720
59;2020-S36;70;2548;79;184388
59;2020-S36;33;1467;89;105642
59;2020-S36;10;590;90;25924
59;2020-S36;2502;45777;0;2588988
59;2020-S37;192;8962;09;325817
59;2020-S37;796;12060;19;349653
59;2020-S37;1236;14056;29;329952
59;2020-S37;537;12058;39;335101
59;2020-S37;560;9912;49;326530
59;2020-S37;381;7136;59;320261
59;2020-S37;202;4445;69;285720
59;2020-S37;129;2901;79;184388
59;2020-S37;56;1688;89;105642
59;2020-S37;29;656;90;25924
59;2020-S37;4121;73883;0;2588988
59;2020-S38;226;7025;09;325817
59;2020-S38;1246;18085;19;349653
59;2020-S38;1814;15003;29;329952
59;2020-S38;756;12390;39;335101
59;2020-S38;695;10409;49;326530
59;2020-S38;510;7629;59;320261
59;2020-S38;312;4538;69;285720
59;2020-S38;177;3056;79;184388
59;2020-S38;88;2137;89;105642
59;2020-S38;48;893;90;25924
59;2020-S38;5875;81195;0;2588988
59;2020-S39;171;3472;09;325817
59;2020-S39;958;13092;19;349653
59;2020-S39;1582;14188;29;329952
59;2020-S39;701;10057;39;335101
59;2020-S39;606;8952;49;326530
59;2020-S39;565;7103;59;320261
59;2020-S39;354;4547;69;285720
59;2020-S39;201;2969;79;184388
59;2020-S39;133;2006;89;105642
59;2020-S39;49;856;90;25924
59;2020-S39;5323;67262;0;2588988
59;2020-S40;139;2243;09;325817
59;2020-S40;919;10441;19;349653
59;2020-S40;1417;12724;29;329952
59;2020-S40;777;8946;39;335101
59;2020-S40;757;7922;49;326530
59;2020-S40;644;6955;59;320261
59;2020-S40;408;4415;69;285720
59;2020-S40;245;2935;79;184388
59;2020-S40;183;2219;89;105642
59;2020-S40;112;1097;90;25924
59;2020-S40;5603;59930;0;2588988
59;2020-S41;265;2823;09;325817
59;2020-S41;1300;11996;19;349653
59;2020-S41;1932;14189;29;329952
59;2020-S41;1427;11221;39;335101
59;2020-S41;1349;9969;49;326530
59;2020-S41;1142;8382;59;320261
59;2020-S41;693;5221;69;285720
59;2020-S41;463;3395;79;184388
59;2020-S41;349;2459;89;105642
59;2020-S41;132;1109;90;25924
59;2020-S41;9054;70793;0;2588988
59;2020-S42;450;4289;09;325817
59;2020-S42;1907;16461;19;349653
59;2020-S42;2535;19146;29;329952
59;2020-S42;2151;16483;39;335101
59;2020-S42;2036;14817;49;326530
59;2020-S42;1767;11700;59;320261
59;2020-S42;1034;6932;69;285720
59;2020-S42;709;4454;79;184388
59;2020-S42;490;3353;89;105642
59;2020-S42;253;1886;90;25924
59;2020-S42;13336;99548;0;2588988
59;2020-S43;522;4787;09;325817
59;2020-S43;2215;14991;19;349653
59;2020-S43;3614;22697;29;329952
59;2020-S43;3415;20386;39;335101
59;2020-S43;3132;17891;49;326530
59;2020-S43;2634;14712;59;320261
59;2020-S43;1713;8980;69;285720
59;2020-S43;1077;5543;79;184388
59;2020-S43;829;4436;89;105642
59;2020-S43;424;2791;90;25924
59;2020-S43;19579;117257;0;2588988
59;2020-S44;668;5526;09;325817
59;2020-S44;2641;15346;19;349653
59;2020-S44;3608;23463;29;329952
59;2020-S44;3398;21510;39;335101
59;2020-S44;3249;18978;49;326530
59;2020-S44;2905;16468;59;320261
59;2020-S44;1941;10539;69;285720
59;2020-S44;1246;6638;79;184388
59;2020-S44;887;5203;89;105642
59;2020-S44;428;3034;90;25924
59;2020-S44;20980;126764;0;2588988
59;2020-S45;651;5508;09;325817
59;2020-S45;2164;15211;19;349653
59;2020-S45;2262;17654;29;329952
59;2020-S45;2282;17450;39;335101
59;2020-S45;2212;16195;49;326530
59;2020-S45;2215;14523;59;320261
59;2020-S45;1560;9393;69;285720
59;2020-S45;1127;6355;79;184388
59;2020-S45;785;5232;89;105642
59;2020-S45;341;3125;90;25924
59;2020-S45;15601;110693;0;2588988
59;2020-S46;369;3955;09;325817
59;2020-S46;1158;11306;19;349653
59;2020-S46;1202;10997;29;329952
59;2020-S46;1201;11635;39;335101
59;2020-S46;1111;11130;49;326530
59;2020-S46;1160;9829;59;320261
59;2020-S46;781;6536;69;285720
59;2020-S46;613;4932;79;184388
59;2020-S46;530;4392;89;105642
59;2020-S46;263;2563;90;25924
59;2020-S46;8390;77294;0;2588988
59;2020-S47;267;3050;09;325817
59;2020-S47;751;8637;19;349653
59;2020-S47;778;8712;29;329952
59;2020-S47;816;9302;39;335101
59;2020-S47;719;8534;49;326530
59;2020-S47;705;7500;59;320261
59;2020-S47;484;5301;69;285720
59;2020-S47;344;3911;79;184388
59;2020-S47;364;3596;89;105642
59;2020-S47;210;2162;90;25924
59;2020-S47;5442;60726;0;2588988
59;2020-S48;160;2402;09;325817
59;2020-S48;500;6583;19;349653
59;2020-S48;473;7703;29;329952
59;2020-S48;511;7778;39;335101
59;2020-S48;517;6963;49;326530
59;2020-S48;474;6272;59;320261
59;2020-S48;285;4665;69;285720
59;2020-S48;253;3542;79;184388
59;2020-S48;222;3193;89;105642
59;2020-S48;147;1905;90;25924
59;2020-S48;3542;51024;0;2588988
59;2020-S49;140;1961;09;325817
59;2020-S49;360;5317;19;349653
59;2020-S49;499;7198;29;329952
59;2020-S49;453;7184;39;335101
59;2020-S49;470;6507;49;326530
59;2020-S49;408;6013;59;320261
59;2020-S49;265;4423;69;285720
59;2020-S49;184;3332;79;184388
59;2020-S49;217;2718;89;105642
59;2020-S49;155;1507;90;25924
59;2020-S49;3151;46173;0;2588988
59;2020-S50;126;2194;09;325817
59;2020-S50;359;5482;19;349653
59;2020-S50;522;8198;29;329952
59;2020-S50;468;8225;39;335101
59;2020-S50;408;6937;49;326530
59;2020-S50;368;6419;59;320261
59;2020-S50;269;5090;69;285720
59;2020-S50;193;3807;79;184388
59;2020-S50;198;2892;89;105642
59;2020-S50;154;1444;90;25924
59;2020-S50;3067;50726;0;2588988
59;2020-S51;113;3133;09;325817
59;2020-S51;344;8978;19;349653
59;2020-S51;542;13449;29;329952
59;2020-S51;459;13001;39;335101
59;2020-S51;423;11019;49;326530
59;2020-S51;432;9364;59;320261
59;2020-S51;297;7241;69;285720
59;2020-S51;238;4912;79;184388
59;2020-S51;217;3464;89;105642
59;2020-S51;127;1808;90;25924
59;2020-S51;3194;76404;0;2588988
59;2020-S52;102;3775;09;325817
59;2020-S52;325;12034;19;349653
59;2020-S52;499;20073;29;329952
59;2020-S52;482;20691;39;335101
59;2020-S52;440;17515;49;326530
59;2020-S52;397;14530;59;320261
59;2020-S52;270;10421;69;285720
59;2020-S52;191;6512;79;184388
59;2020-S52;224;3450;89;105642
59;2020-S52;126;1577;90;25924
59;2020-S52;3057;110621;0;2588988
59;2020-S53;122;1674;09;325817
59;2020-S53;363;7551;19;349653
59;2020-S53;598;15011;29;329952
59;2020-S53;542;11195;39;335101
59;2020-S53;447;8708;49;326530
59;2020-S53;439;8537;59;320261
59;2020-S53;339;6578;69;285720
59;2020-S53;220;3952;79;184388
59;2020-S53;180;2820;89;105642
59;2020-S53;97;1342;90;25924
59;2020-S53;3347;67385;0;2588988
59;2021-S01;192;2138;09;325817
59;2021-S01;537;7977;19;349653
59;2021-S01;800;14011;29;329952
59;2021-S01;738;12462;39;335101
59;2021-S01;539;10727;49;326530
59;2021-S01;575;10177;59;320261
59;2021-S01;401;7521;69;285720
59;2021-S01;259;5301;79;184388
59;2021-S01;266;4610;89;105642
59;2021-S01;180;2901;90;25924
59;2021-S01;4488;77841;0;2588988
59;2021-S02;174;2750;09;325817
59;2021-S02;628;9923;19;349653
59;2021-S02;702;12944;29;329952
59;2021-S02;677;12948;39;335101
59;2021-S02;621;12186;49;326530
59;2021-S02;611;11189;59;320261
59;2021-S02;396;8402;69;285720
59;2021-S02;316;5613;79;184388
59;2021-S02;292;3970;89;105642
59;2021-S02;145;1991;90;25924
59;2021-S02;4563;81944;0;2588988
59;2021-S03;269;3690;09;325817
59;2021-S03;707;10490;19;349653
59;2021-S03;684;12237;29;329952
59;2021-S03;730;12470;39;335101
59;2021-S03;762;11048;49;326530
59;2021-S03;636;9868;59;320261
59;2021-S03;418;6833;69;285720
59;2021-S03;303;4709;79;184388
59;2021-S03;254;3510;89;105642
59;2021-S03;115;1646;90;25924
59;2021-S03;4882;76536;0;2588988
60;2020-S21;0;78;09;105005
60;2020-S21;0;77;19;109771
60;2020-S21;6;265;29;86945
60;2020-S21;3;305;39;106081
60;2020-S21;3;278;49;111306
60;2020-S21;7;337;59;110477
60;2020-S21;4;252;69;95477
60;2020-S21;8;238;79;60846
60;2020-S21;12;247;89;31232
60;2020-S21;12;151;90;7937
60;2020-S21;55;2228;0;825077
60;2020-S22;0;83;09;105005
60;2020-S22;4;90;19;109771
60;2020-S22;1;187;29;86945
60;2020-S22;6;242;39;106081
60;2020-S22;8;287;49;111306
60;2020-S22;5;296;59;110477
60;2020-S22;2;240;69;95477
60;2020-S22;4;226;79;60846
60;2020-S22;5;196;89;31232
60;2020-S22;3;78;90;7937
60;2020-S22;38;1925;0;825077
60;2020-S23;1;74;09;105005
60;2020-S23;0;88;19;109771
60;2020-S23;1;146;29;86945
60;2020-S23;5;197;39;106081
60;2020-S23;3;196;49;111306
60;2020-S23;3;218;59;110477
60;2020-S23;1;204;69;95477
60;2020-S23;2;174;79;60846
60;2020-S23;5;145;89;31232
60;2020-S23;4;51;90;7937
60;2020-S23;25;1493;0;825077
60;2020-S24;0;70;09;105005
60;2020-S24;0;97;19;109771
60;2020-S24;1;203;29;86945
60;2020-S24;2;204;39;106081
60;2020-S24;0;225;49;111306
60;2020-S24;1;212;59;110477
60;2020-S24;1;232;69;95477
60;2020-S24;3;221;79;60846
60;2020-S24;1;215;89;31232
60;2020-S24;0;121;90;7937
60;2020-S24;9;1800;0;825077
60;2020-S25;1;69;09;105005
60;2020-S25;0;87;19;109771
60;2020-S25;6;172;29;86945
60;2020-S25;5;199;39;106081
60;2020-S25;0;196;49;111306
60;2020-S25;0;233;59;110477
60;2020-S25;0;211;69;95477
60;2020-S25;0;200;79;60846
60;2020-S25;3;174;89;31232
60;2020-S25;2;74;90;7937
60;2020-S25;17;1615;0;825077
60;2020-S26;2;165;09;105005
60;2020-S26;5;189;19;109771
60;2020-S26;3;254;29;86945
60;2020-S26;6;266;39;106081
60;2020-S26;5;289;49;111306
60;2020-S26;1;259;59;110477
60;2020-S26;3;293;69;95477
60;2020-S26;2;215;79;60846
60;2020-S26;1;162;89;31232
60;2020-S26;1;68;90;7937
60;2020-S26;29;2160;0;825077
60;2020-S27;2;298;09;105005
60;2020-S27;0;393;19;109771
60;2020-S27;3;346;29;86945
60;2020-S27;4;416;39;106081
60;2020-S27;1;437;49;111306
60;2020-S27;0;430;59;110477
60;2020-S27;3;420;69;95477
60;2020-S27;1;351;79;60846
60;2020-S27;0;223;89;31232
60;2020-S27;0;79;90;7937
60;2020-S27;15;3395;0;825077
60;2020-S28;2;299;09;105005
60;2020-S28;5;311;19;109771
60;2020-S28;2;381;29;86945
60;2020-S28;8;478;39;106081
60;2020-S28;9;417;49;111306
60;2020-S28;6;390;59;110477
60;2020-S28;4;380;69;95477
60;2020-S28;0;258;79;60846
60;2020-S28;1;195;89;31232
60;2020-S28;0;118;90;7937
60;2020-S28;37;3227;0;825077
60;2020-S29;2;248;09;105005
60;2020-S29;5;317;19;109771
60;2020-S29;4;412;29;86945
60;2020-S29;8;554;39;106081
60;2020-S29;1;471;49;111306
60;2020-S29;6;420;59;110477
60;2020-S29;1;377;69;95477
60;2020-S29;0;288;79;60846
60;2020-S29;2;189;89;31232
60;2020-S29;1;68;90;7937
60;2020-S29;30;3346;0;825077
60;2020-S30;7;225;09;105005
60;2020-S30;5;374;19;109771
60;2020-S30;5;626;29;86945
60;2020-S30;9;761;39;106081
60;2020-S30;4;628;49;111306
60;2020-S30;4;570;59;110477
60;2020-S30;3;463;69;95477
60;2020-S30;1;289;79;60846
60;2020-S30;1;277;89;31232
60;2020-S30;1;103;90;7937
60;2020-S30;40;4316;0;825077
60;2020-S31;1;185;09;105005
60;2020-S31;9;454;19;109771
60;2020-S31;21;751;29;86945
60;2020-S31;9;732;39;106081
60;2020-S31;6;759;49;111306
60;2020-S31;7;643;59;110477
60;2020-S31;7;498;69;95477
60;2020-S31;2;378;79;60846
60;2020-S31;3;262;89;31232
60;2020-S31;0;110;90;7937
60;2020-S31;65;4773;0;825077
60;2020-S32;5;174;09;105005
60;2020-S32;11;441;19;109771
60;2020-S32;28;766;29;86945
60;2020-S32;15;798;39;106081
60;2020-S32;16;706;49;111306
60;2020-S32;9;676;59;110477
60;2020-S32;2;560;69;95477
60;2020-S32;4;426;79;60846
60;2020-S32;2;269;89;31232
60;2020-S32;2;108;90;7937
60;2020-S32;94;4925;0;825077
60;2020-S33;3;228;09;105005
60;2020-S33;10;407;19;109771
60;2020-S33;33;689;29;86945
60;2020-S33;17;670;39;106081
60;2020-S33;12;670;49;111306
60;2020-S33;10;562;59;110477
60;2020-S33;3;445;69;95477
60;2020-S33;5;316;79;60846
60;2020-S33;5;271;89;31232
60;2020-S33;1;100;90;7937
60;2020-S33;99;4358;0;825077
60;2020-S34;5;208;09;105005
60;2020-S34;14;549;19;109771
60;2020-S34;48;1108;29;86945
60;2020-S34;26;970;39;106081
60;2020-S34;21;813;49;111306
60;2020-S34;28;799;59;110477
60;2020-S34;8;555;69;95477
60;2020-S34;8;415;79;60846
60;2020-S34;1;230;89;31232
60;2020-S34;1;76;90;7937
60;2020-S34;160;5724;0;825077
60;2020-S35;9;280;09;105005
60;2020-S35;34;669;19;109771
60;2020-S35;51;1292;29;86945
60;2020-S35;45;1179;39;106081
60;2020-S35;36;1035;49;111306
60;2020-S35;28;1041;59;110477
60;2020-S35;14;718;69;95477
60;2020-S35;8;540;79;60846
60;2020-S35;3;308;89;31232
60;2020-S35;1;78;90;7937
60;2020-S35;229;7142;0;825077
60;2020-S36;18;374;09;105005
60;2020-S36;61;872;19;109771
60;2020-S36;106;1565;29;86945
60;2020-S36;71;1587;39;106081
60;2020-S36;45;1407;49;111306
60;2020-S36;34;1310;59;110477
60;2020-S36;19;841;69;95477
60;2020-S36;13;593;79;60846
60;2020-S36;8;289;89;31232
60;2020-S36;0;80;90;7937
60;2020-S36;375;8919;0;825077
60;2020-S37;29;1341;09;105005
60;2020-S37;73;2203;19;109771
60;2020-S37;122;1957;29;86945
60;2020-S37;80;2173;39;106081
60;2020-S37;84;1897;49;111306
60;2020-S37;78;1504;59;110477
60;2020-S37;40;938;69;95477
60;2020-S37;8;594;79;60846
60;2020-S37;7;340;89;31232
60;2020-S37;5;147;90;7937
60;2020-S37;526;13097;0;825077
60;2020-S38;18;1248;09;105005
60;2020-S38;97;2419;19;109771
60;2020-S38;154;2203;29;86945
60;2020-S38;102;2253;39;106081
60;2020-S38;99;2037;49;111306
60;2020-S38;71;1432;59;110477
60;2020-S38;36;995;69;95477
60;2020-S38;10;638;79;60846
60;2020-S38;7;307;89;31232
60;2020-S38;0;115;90;7937
60;2020-S38;594;13648;0;825077
60;2020-S39;13;333;09;105005
60;2020-S39;176;2082;19;109771
60;2020-S39;264;2102;29;86945
60;2020-S39;95;1569;39;106081
60;2020-S39;88;1582;49;111306
60;2020-S39;98;1302;59;110477
60;2020-S39;39;971;69;95477
60;2020-S39;25;630;79;60846
60;2020-S39;19;468;89;31232
60;2020-S39;13;241;90;7937
60;2020-S39;831;11284;0;825077
60;2020-S40;20;308;09;105005
60;2020-S40;130;1609;19;109771
60;2020-S40;214;1873;29;86945
60;2020-S40;145;1673;39;106081
60;2020-S40;157;1567;49;111306
60;2020-S40;125;1462;59;110477
60;2020-S40;69;949;69;95477
60;2020-S40;37;637;79;60846
60;2020-S40;20;476;89;31232
60;2020-S40;6;289;90;7937
60;2020-S40;923;10843;0;825077
60;2020-S41;30;393;09;105005
60;2020-S41;210;2088;19;109771
60;2020-S41;249;2309;29;86945
60;2020-S41;254;2318;39;106081
60;2020-S41;217;2109;49;111306
60;2020-S41;182;1856;59;110477
60;2020-S41;93;1170;69;95477
60;2020-S41;57;795;79;60846
60;2020-S41;31;485;89;31232
60;2020-S41;10;250;90;7937
60;2020-S41;1333;13778;0;825077
60;2020-S42;53;545;09;105005
60;2020-S42;369;2967;19;109771
60;2020-S42;346;2660;29;86945
60;2020-S42;380;2955;39;106081
60;2020-S42;370;2843;49;111306
60;2020-S42;256;2327;59;110477
60;2020-S42;168;1385;69;95477
60;2020-S42;96;900;79;60846
60;2020-S42;41;558;89;31232
60;2020-S42;16;332;90;7937
60;2020-S42;2095;17474;0;825077
60;2020-S43;58;525;09;105005
60;2020-S43;301;2274;19;109771
60;2020-S43;443;3004;29;86945
60;2020-S43;495;3234;39;106081
60;2020-S43;485;3066;49;111306
60;2020-S43;392;2716;59;110477
60;2020-S43;218;1473;69;95477
60;2020-S43;150;824;79;60846
60;2020-S43;108;650;89;31232
60;2020-S43;86;347;90;7937
60;2020-S43;2736;18115;0;825077
60;2020-S44;105;738;09;105005
60;2020-S44;476;2515;19;109771
60;2020-S44;572;3750;29;86945
60;2020-S44;658;3851;39;106081
60;2020-S44;618;3658;49;111306
60;2020-S44;554;3389;59;110477
60;2020-S44;327;2009;69;95477
60;2020-S44;200;1242;79;60846
60;2020-S44;135;970;89;31232
60;2020-S44;107;586;90;7937
60;2020-S44;3752;22712;0;825077
60;2020-S45;148;1004;09;105005
60;2020-S45;503;3065;19;109771
60;2020-S45;526;3374;29;86945
60;2020-S45;602;3770;39;106081
60;2020-S45;573;3656;49;111306
60;2020-S45;563;3448;59;110477
60;2020-S45;313;2115;69;95477
60;2020-S45;199;1378;79;60846
60;2020-S45;129;972;89;31232
60;2020-S45;102;612;90;7937
60;2020-S45;3658;23395;0;825077
60;2020-S46;87;749;09;105005
60;2020-S46;304;2775;19;109771
60;2020-S46;287;2341;29;86945
60;2020-S46;281;2623;39;106081
60;2020-S46;314;2676;49;111306
60;2020-S46;295;2463;59;110477
60;2020-S46;202;1563;69;95477
60;2020-S46;107;1052;79;60846
60;2020-S46;78;846;89;31232
60;2020-S46;35;477;90;7937
60;2020-S46;1990;17566;0;825077
60;2020-S47;56;600;09;105005
60;2020-S47;232;2317;19;109771
60;2020-S47;171;1819;29;86945
60;2020-S47;157;2068;39;106081
60;2020-S47;214;2126;49;111306
60;2020-S47;185;1985;59;110477
60;2020-S47;110;1319;69;95477
60;2020-S47;110;1023;79;60846
60;2020-S47;69;810;89;31232
60;2020-S47;56;493;90;7937
60;2020-S47;1360;14562;0;825077
60;2020-S48;32;469;09;105005
60;2020-S48;135;1740;19;109771
60;2020-S48;126;1629;29;86945
60;2020-S48;147;1908;39;106081
60;2020-S48;116;1897;49;111306
60;2020-S48;138;1787;59;110477
60;2020-S48;67;1225;69;95477
60;2020-S48;68;1032;79;60846
60;2020-S48;53;821;89;31232
60;2020-S48;50;535;90;7937
60;2020-S48;932;13046;0;825077
60;2020-S49;27;383;09;105005
60;2020-S49;126;1359;19;109771
60;2020-S49;97;1454;29;86945
60;2020-S49;113;1783;39;106081
60;2020-S49;116;1674;49;111306
60;2020-S49;89;1609;59;110477
60;2020-S49;45;1200;69;95477
60;2020-S49;41;992;79;60846
60;2020-S49;56;857;89;31232
60;2020-S49;53;532;90;7937
60;2020-S49;763;11847;0;825077
60;2020-S50;41;417;09;105005
60;2020-S50;117;1506;19;109771
60;2020-S50;121;1663;29;86945
60;2020-S50;135;2153;39;106081
60;2020-S50;128;1913;49;111306
60;2020-S50;115;1796;59;110477
